Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
Germany,2022,1006.76,18447.52,75.86,16.57,54.3,35.86,1516.65,0.13,130878800000.0,2398.1776,0.0015064662878938376,763.728136,166.820132,546.67068,361.024136,71067188400.0,46933137680.0,Europe
Australia,2014,3429.77,34339.42,50.37,76.46,36.69,13.79,71.41,0.1,342977000000.0,3433.942,2.0820638118591042e-05,1727.5751489999998,2622.402142,1258.382613,472.965283,125838261300.0,47296528300.0,Australia/Oceania
Japan,2009,7752.04,6076.33,25.78,17.38,51.85,29.68,4290.03,0.24,1860489600000.0,1458.3192,0.0005534065871693128,1998.4759119999999,1347.304552,4019.43274,2300.805472,964663857600.0,552193313280.0,Asia
UK,2016,7191.31,23678.68,8.79,79.49,47.69,31.06,4738.28,0.06,431478600000.0,1420.7208,0.0006588896876925066,632.116149,5716.372319,3429.5357390000004,2233.620886,205772144340.00003,134017253160.0,Europe
UK,2000,6148.18,8864.73,57.87,18.8,57.12,26.46,1433.26,0.22,1352599600000.0,1950.2405999999999,0.00023311939468265405,3557.951766,1155.8578400000001,3511.840416,1626.808428,772604891520.0,357897854160.0,Europe
Russia,2006,8539.75,2550.85,40.71,21.96,20.95,25.09,1953.55,0.33,2818117500000.0,841.7805,0.00022875962411077606,3476.5322250000004,1875.3291,1789.077625,2142.623275,590395616250.0,707065680750.0,Asia
USA,2012,2892.47,17247.15,88.67,31.59,28.29,19.53,2173.33,0.09,260322300000.0,1552.2435,0.0007513751223003177,2564.753149,913.7312729999999,818.279763,564.8993909999999,73645178670.0,50840945189.999985,
Russia,2002,8862.03,7961.41,71.28,45.87,48.08,30.67,2078.27,0.42,3722052600000.0,3343.7922,0.0002345139883299876,6316.8549840000005,4065.013161,4260.864024,2717.984601,1789562890080.0002,1141553532420.0,Asia
Japan,2018,4052.47,31859.14,73.71,65.33,43.41,18.57,1994.73,0.18,729444600000.0,5734.6452,0.0004922257289998445,2987.0756369999995,2647.478651,1759.177227,752.543679,316651900860.0,135457862220.0,Asia
Australia,2014,4068.84,33866.36,6.04,77.97,47.79,23.8,2405.58,0.07,284818800000.0,2370.6452000000004,0.0005912201020438258,245.757936,3172.474548,1944.498636,968.3839200000001,136114904520.00002,67786874400.000015,Australia/Oceania
UK,2004,4112.98,7860.27,71.11,35.12,43.02,35.72,811.23,0.22,904855599999.9999,1729.2594000000001,0.00019723655354511816,2924.740078,1444.478576,1769.403996,1469.156456,389268879120.0,323214420320.0,Europe
Brazil,2010,1071.13,1718.34,21.54,11.43,43.24,12.69,335.52,0.11,117824300000.00002,189.01739999999998,0.0003132392893486318,230.721402,122.430159,463.1566120000001,135.926397,50947227320.000015,14951903670.000002,South America
Australia,2021,9757.36,39744.12,54.79,53.17,57.3,25.85,3631.46,0.41,4000517600000.0,16295.0892,0.00037217649036214715,5346.057543999999,5187.988312,5590.96728,2522.2775600000004,2292296584800.0,1034133799600.0001,Australia/Oceania
Australia,2017,1471.22,601.82,43.03,59.76,56.85,24.58,4240.5,0.2,294244000000.0,120.36400000000002,0.002882301763162545,633.065966,879.201072,836.3885700000001,361.625876,167277714000.00003,72325175200.0,Australia/Oceania
Japan,2002,3474.77,17523.7,53.59,37.82,21.52,21.35,4060.45,0.1,347477000000.0,1752.3700000000001,0.0011685521631647562,1862.129243,1314.1580139999999,747.770504,741.863395,74777050400.0,74186339500.0,Asia
Germany,2005,3261.07,24981.87,16.34,22.84,36.55,27.93,3151.8,0.25,815267500000.0,6245.4675,0.000966492592921955,532.858838,744.828388,1191.921085,910.816851,297980271250.0,227704212750.0,Europe
China,2002,839.33,41022.79,43.84,31.42,40.42,10.47,4845.62,0.25,209832500000.0,10255.6975,0.005773200052422766,367.962272,263.717486,339.257186,87.877851,84814296500.0,21969462750.0,Asia
Japan,2004,1607.38,42008.65,8.14,55.91,34.32,24.77,57.64,0.17,273254600000.00003,7141.4705,3.585959760604213e-05,130.84073200000003,898.686158,551.652816,398.148026,93780978720.0,67685164420.00001,Asia
China,2008,544.1,36384.5,8.48,44.59,21.98,24.57,1631.73,0.2,108820000000.0,7276.900000000001,0.002998952398456166,46.139680000000006,242.61419,119.59318000000002,133.68537,23918636000.000004,26737074000.0,Asia
UK,2018,2994.8,12736.28,60.91,62.04,38.89,25.48,1584.58,0.4,1197920000000.0,5094.512000000001,0.0005291104581274208,1824.1326800000002,1857.9739200000001,1164.6777200000001,763.0750400000001,465871088000.0001,305230016000.0,Europe
Japan,2012,8679.9,36149.25,85.89,25.27,59.03,16.37,1780.88,0.34,2951166000000.0,12290.745,0.00020517287065519187,7455.166109999999,2193.4107299999996,5123.74497,1420.89963,1742073289800.0002,483105874200.00006,Asia
China,2005,3460.48,12703.69,71.08,68.94,22.89,16.23,4009.95,0.15,519072000000.0,1905.5535,0.0011587843304975032,2459.709184,2385.654912,792.103872,561.635904,118815580800.0,84245385600.0,Asia
Russia,2010,1324.55,11123.11,44.88,20.91,52.67,29.42,1789.91,0.48,635784000000.0,5339.0928,0.001351334415461855,594.45804,276.96340499999997,697.640485,389.68261,334867432800.0,187047652800.0,Asia
Japan,2020,6492.37,27582.83,9.75,33.09,27.83,12.78,2659.06,0.19,1233550300000.0,5240.737700000001,0.0004095669224027589,633.006075,2148.3252330000005,1806.8265709999998,829.724886,343297048489.99994,157647728340.0,Asia
UK,2020,9966.35,34103.29,8.83,51.38,43.07,19.18,3089.0,0.29,2890241500000.0,9889.954099999999,0.0003099429580538512,880.0287050000001,5120.7106300000005,4292.506945,1911.54593,1244827014050.0,554348319700.0,Europe
Japan,2013,2400.01,3126.06,18.42,61.58,35.48,34.92,4234.65,0.31,744003100000.0,969.0785999999999,0.0017644301482077156,442.0818420000001,1477.926158,851.523548,838.0834920000001,263972299880.0,259805882520.00003,Asia
UK,2005,2867.75,3471.12,87.94,28.63,33.96,13.11,3098.51,0.15,430162500000.0,520.668,0.0010804672652776567,2521.89935,821.0368249999999,973.8879000000001,375.962025,146083185000.0,56394303750.0,Europe
Japan,2005,9721.29,39316.45,38.89,76.37,54.82,24.04,1937.47,0.18,1749832200000.0,7076.960999999999,0.00019930173876100805,3780.6096810000004,7424.149173000001,5329.2111780000005,2336.998116,959258012040.0,420659660880.0,Asia
China,2016,1869.89,43045.11,76.69,59.43,58.94,30.06,3488.97,0.27,504870300000.00006,11622.1797,0.0018658691152955522,1434.0186410000001,1111.275627,1102.113166,562.088934,297570554820.0,151764012180.0,Asia
Germany,2010,5161.02,30419.83,64.94,25.24,35.47,14.25,2601.9,0.17,877373400000.0001,5171.3711,0.0005041445295697363,3351.566388,1302.641448,1830.613794,735.4453500000001,311204344980.0,125025709500.00003,Europe
Canada,2014,2472.56,21726.99,56.46,60.8,45.62,19.37,2665.59,0.19,469786400000.0,4128.1281,0.0010780688840715696,1396.007376,1503.31648,1127.9818719999998,478.93487200000004,214316555679.99997,90997625680.00002,North America
China,2008,9330.28,42343.17,85.57,58.74,42.26,26.76,1709.01,0.33,3078992400000.0,13973.2461,0.00018316813643320457,7983.920596,5480.606472,3942.976328,2496.782928,1301182188240.0,823938366240.0,Asia
USA,2020,9817.06,36576.44,24.58,62.69,23.08,19.82,57.96,0.38,3730482800000.0,13899.0472,5.9040079209050366e-06,2413.033348,6154.314914,2265.777448,1945.741292,860995430240.0,739381690960.0,
India,2016,8165.51,29189.91,43.67,74.11,21.65,13.3,1811.44,0.41,3347859100000.0,11967.863099999999,0.00022184039943616503,3565.8782170000004,6051.459461,1767.832915,1086.0128300000001,724811495150.0,445265260300.0,Asia
Germany,2023,3216.36,16327.98,78.5,59.82,50.94,16.97,1548.45,0.1,321636000000.0,1632.798,0.00048142931761369995,2524.8426,1924.026552,1638.4137839999999,545.816292,163841378399.99997,54581629200.0,Europe
Russia,2006,4094.53,10300.76,51.9,34.63,35.78,13.28,546.68,0.38,1555921400000.0,3914.2888000000003,0.0001335147135324445,2125.06107,1417.9357390000002,1465.022834,543.7535839999999,556708676920.0,206626361919.99997,Asia
Australia,2006,2498.83,21224.32,25.95,65.34,32.3,39.51,1033.25,0.47,1174450100000.0,9975.4304,0.0004134935149650036,648.446385,1632.735522,807.1220899999998,987.2877329999999,379347382299.99994,464025234509.99994,Australia/Oceania
China,2020,8918.5,14697.72,22.76,58.71,59.42,17.07,4905.41,0.31,2764735000000.0,4556.2932,0.000550026349722487,2029.8506000000002,5236.05135,5299.3727,1522.38795,1642805537000.0,471940264500.0,Asia
Japan,2000,9154.13,17293.3,68.99,50.2,23.41,25.92,1435.09,0.32,2929321600000.0,5533.856,0.00015676967663775805,6315.434286999999,4595.37326,2142.981833,2372.750496,685754186559.9999,759280158720.0,Asia
China,2024,4246.82,26023.74,6.09,34.77,30.76,22.86,2614.88,0.48,2038473599999.9998,12491.3952,0.0006157265907196445,258.63133799999997,1476.619314,1306.321832,970.8230519999998,627034479360.0,465995064959.99994,Asia
Brazil,2024,6599.68,8870.15,82.71,74.47,54.27,27.09,2769.2,0.44,2903859200000.0,3902.866,0.0004195961016291699,5458.595327999999,4914.781696,3581.6463360000007,1787.8533120000002,1575924387840.0002,786655457280.0001,South America
Germany,2007,1738.98,40405.75,6.57,45.89,36.6,24.94,2822.15,0.3,521694000000.0,12121.725,0.0016228766288283937,114.25098600000001,798.017922,636.46668,433.701612,190940004000.0,130110483600.0,Europe
Canada,2004,4405.87,7703.71,58.63,53.97,43.37,31.81,284.27,0.39,1718289300000.0,3004.4469,6.45207416469392e-05,2583.161581,2377.848039,1910.825819,1401.507247,745222069410.0,546587826330.0,North America
Russia,2018,6351.84,24309.19,56.4,39.08,21.94,36.19,3868.74,0.13,825739200000.0,3160.1947,0.0006090739061437316,3582.4377600000003,2482.299072,1393.5936960000001,2298.7308959999996,181167180480.00003,298835016479.99994,Asia
Brazil,2007,3915.49,37425.58,54.16,64.66,56.81,18.56,3665.21,0.24,939717600000.0,8982.1392,0.0009360795200600692,2120.629384,2531.7558339999996,2224.389869,726.714944,533853568560.0,174411586560.0,South America
UK,2016,3640.24,24508.53,45.32,33.87,25.48,15.51,4887.1,0.37,1346888800000.0,9068.1561,0.0013425213722172164,1649.756768,1232.9492879999998,927.533152,564.6012239999999,343187266240.0,208902452879.99994,Europe
Brazil,2018,109.89,18370.59,77.46,66.74,28.53,39.53,964.22,0.18,19780200000.0,3306.7062,0.008774410774410775,85.12079399999999,73.34058599999999,31.351617,43.439517,5643291060.0,7819113060.0,South America
China,2011,8062.51,24007.12,61.04,17.56,26.27,35.98,2791.27,0.25,2015627500000.0,6001.78,0.000346203601607936,4921.356104,1415.776756,2118.021377,2900.8910979999996,529505344250.0,725222774499.9999,Asia
Russia,2022,8904.44,42509.2,71.46,59.63,39.9,20.92,4028.96,0.13,1157577200000.0,5526.196,0.00045246641001567755,6363.112824,5309.717572000001,3552.87156,1862.8088480000004,461873302800.0,242165150240.00003,Asia
China,2014,9697.69,49526.37,14.82,43.38,52.67,36.84,665.51,0.45,4363960500000.0,22286.8665,6.862562115307872e-05,1437.1976580000003,4206.857922,5107.773323,3572.628996000001,2298497995350.0,1607683048200.0005,Asia
UK,2003,7220.79,31741.59,9.24,58.91,30.68,30.12,3958.38,0.45,3249355500000.0,14283.7155,0.0005481920953247498,667.200996,4253.767389,2215.338372,2174.901948,996902267400.0,978705876600.0001,Europe
Australia,2022,5533.04,39775.48,7.42,47.2,25.69,23.12,1386.32,0.27,1493920800000.0,10739.379600000002,0.0002505530413660483,410.551568,2611.59488,1421.4379760000002,1279.238848,383788253520.00006,345394488960.0,Australia/Oceania
Russia,2011,2765.92,1217.19,17.51,19.4,36.4,36.2,1440.19,0.14,387228800000.00006,170.40660000000003,0.0005206911262798635,484.31259200000005,536.58848,1006.7948799999999,1001.26304,140951283200.0,140176825600.0,Asia
Australia,2012,9993.06,44078.04,61.7,43.39,59.27,30.26,4730.7,0.36,3597501600000.0,15868.0944,0.00047339853858577855,6165.71802,4335.988734,5922.886662,3023.899956,2132239198320.0,1088603984160.0,Australia/Oceania
Germany,2013,5938.55,47725.46,46.99,77.52,20.44,34.79,1603.67,0.15,890782500000.0,7158.8189999999995,0.00027004403431814164,2790.524645,4603.56396,1213.8396200000002,2066.021545,182075943000.00003,309903231750.0,Europe
Germany,2004,6843.43,28970.88,68.94,62.84,40.16,22.53,2941.98,0.15,1026514500000.0,4345.632,0.0004298984573525264,4717.860642000001,4300.411412,2748.3214879999996,1541.8247790000003,412248223199.99994,231273716850.00003,Europe
Australia,2021,6855.82,37813.34,21.3,31.01,46.77,33.96,2228.46,0.49,3359351800000.0,18528.5366,0.0003250464568789729,1460.28966,2125.989782,3206.4670140000003,2328.236472,1571168836860.0002,1140835871280.0,Australia/Oceania
Germany,2015,8467.99,25880.86,36.19,76.09,52.27,21.01,436.89,0.09,762119100000.0,2329.2774,5.159311713877792e-05,3064.565581,6443.293591,4426.218373,1779.124699,398359653570.0,160121222910.0,Europe
Russia,2006,195.76,14667.09,80.52,64.53,49.85,32.05,4754.89,0.22,43067200000.0,3226.7598000000003,0.02428938496117695,157.62595199999998,126.323928,97.58636,62.74107999999999,21468999200.0,13803037599.999998,Asia
Japan,2014,2280.44,42686.27,84.54,35.51,22.98,23.07,1107.94,0.3,684132000000.0,12805.881,0.0004858448369612882,1927.8839760000003,809.7842440000001,524.045112,526.0975080000001,157213533600.0,157829252400.0,Asia
USA,2012,6688.79,30043.42,83.35,52.25,38.47,22.16,1375.09,0.1,668879000000.0,3004.342,0.00020558127852720746,5575.106464999999,3494.8927750000003,2573.177513,1482.235864,257317751300.0,148223586400.0,
Germany,2015,8961.94,29179.46,74.56,39.87,23.15,33.9,1917.37,0.07,627335800000.0,2042.5622,0.00021394586439989555,6682.022464000001,3573.125478,2074.68911,3038.09766,145228237700.0,212666836200.00003,Europe
Germany,2011,6884.85,33127.04,63.5,16.77,44.79,13.75,2517.75,0.29,1996606499999.9998,9606.8416,0.0003656942417046123,4371.87975,1154.589345,3083.724315,946.666875,894280051349.9999,274533393749.99997,Europe
China,2006,4193.56,42872.16,82.66,66.42,23.08,37.85,764.21,0.1,419356000000.00006,4287.216,0.0001822341876591726,3466.3966960000002,2785.362552,967.873648,1587.2624600000001,96787364800.0,158726246000.00003,Asia
Australia,2015,3679.4,36729.35,65.71,23.38,21.94,25.26,3168.19,0.16,588704000000.0,5876.696,0.0008610615861281731,2417.7337399999997,860.24372,807.2603600000001,929.4164400000002,129161657600.00002,148706630400.00003,Australia/Oceania
India,2022,7405.69,10950.65,86.08,42.06,32.24,29.08,2597.78,0.27,1999536300000.0002,2956.6755000000003,0.00035078162872061885,6374.817951999999,3114.833214,2387.5944560000003,2153.574652,644650503120.0001,581465156040.0,Asia
Canada,2022,7438.25,23607.77,7.11,59.18,57.55,22.16,1549.9,0.21,1562032500000.0,4957.6317,0.00020836890397606965,528.8595750000001,4401.95635,4280.712875,1648.3162,898949703750.0,346146402000.0,North America
Brazil,2012,6109.87,49024.77,83.34,75.25,48.4,29.38,3478.63,0.37,2260651900000.0,18139.1649,0.0005693459926315945,5091.965658,4597.677175,2957.17708,1795.0798059999997,1094155519600.0,664179528219.9999,South America
Germany,2022,2985.52,27950.76,52.24,14.39,20.16,31.3,2594.7,0.48,1433049600000.0,13416.3648,0.0008690948310512072,1559.635648,429.616328,601.880832,934.46776,288902799360.0,448544524800.0,Europe
Brazil,2002,9259.03,46943.14,14.5,37.53,31.39,36.05,4211.39,0.39,3611021700000.0,18307.8246,0.0004548413818726152,1342.55935,3474.9139590000004,2906.4095170000005,3337.880315,1133499711630.0002,1301773322850.0,South America
Russia,2014,5563.61,40761.79,23.27,53.03,20.7,35.63,4284.25,0.5,2781805000000.0,20380.895,0.0007700485835635495,1294.6520469999998,2950.3823829999997,1151.66727,1982.314243,575833635000.0,991157121500.0,Asia
India,2002,7925.87,33468.16,77.43,64.55,31.77,20.73,4901.53,0.23,1822950100000.0,7697.676800000001,0.000618421700078351,6137.001141,5116.149085,2518.048899,1643.0328510000002,579151246770.0,377897555730.00006,Asia
Canada,2006,2221.65,17793.58,48.02,74.47,47.42,28.48,383.31,0.19,422113500000.0,3380.7802,0.00017253392748632773,1066.83633,1654.4627550000002,1053.5064300000001,632.7259200000001,200166221700.00003,120217924800.00003,North America
Australia,2017,3506.0,15563.81,88.54,10.03,50.39,33.42,2055.63,0.15,525900000000.0,2334.5715,0.0005863177410154022,3104.2124000000003,351.6518,1766.6734,1171.7052,265001010000.0,175755780000.0,Australia/Oceania
USA,2013,8758.34,32349.34,14.99,53.94,52.16,32.95,2532.52,0.45,3941253000000.0,14557.203,0.0002891552508808747,1312.875166,4724.248595999999,4568.350144,2885.87303,2055757564800.0,1298642863500.0,
Canada,2017,596.06,21911.78,40.06,10.49,56.4,36.73,1207.36,0.23,137093800000.0,5039.7094,0.002025567895849411,238.781636,62.526694,336.17784,218.93283799999998,77320903200.0,50354552739.99999,North America
Canada,2018,5171.92,40038.3,33.21,65.11,34.63,34.96,4614.07,0.37,1913610400000.0,14814.171,0.0008921387028414979,1717.594632,3367.437112,1791.035896,1808.1032320000002,662683281520.0,668998195840.0001,North America
USA,2013,4868.88,38142.61,48.87,20.48,54.5,31.54,486.24,0.35,1704108000000.0,13349.913499999999,9.98669098437423e-05,2379.421656,997.146624,2653.5396,1535.644752,928738860000.0,537475663199.99994,
Japan,2019,7537.18,15950.46,58.84,72.62,49.11,32.47,2171.11,0.08,602974400000.0,1276.0367999999999,0.00028805335682576243,4434.876712,5473.500116000001,3701.5090980000004,2447.322346,296120727840.00006,195785787680.0,Asia
Australia,2005,2890.75,35285.07,61.24,20.86,41.51,34.22,966.69,0.45,1300837500000.0,15878.281500000001,0.00033440802559889303,1770.2953,603.01045,1199.950325,989.21465,539977646250.0,445146592500.0,Australia/Oceania
China,2007,2268.76,24980.23,5.11,63.5,58.19,35.14,3426.59,0.27,612565200000.0,6744.6621000000005,0.0015103360425959556,115.93363600000002,1440.6626,1320.1914440000003,797.2422640000001,356451689880.00006,215255411280.00006,Asia
Brazil,2006,9268.72,16502.96,12.56,30.25,57.91,20.58,3539.71,0.15,1390308000000.0,2475.444,0.0003818984714178441,1164.151232,2803.7877999999996,5367.515751999999,1907.5025759999999,805127362799.9999,286125386399.99994,South America
Germany,2019,5759.93,20941.85,7.98,49.01,55.9,33.45,4368.94,0.49,2822365700000.0,10261.5065,0.0007585057457295488,459.6424140000001,2822.941693,3219.80087,1926.6965850000001,1577702426300.0,944081326650.0001,Europe
Canada,2017,1136.43,44819.92,78.49,52.59,28.09,38.48,2074.4,0.39,443207700000.0,17479.7688,0.0018253653986607182,891.983907,597.648537,319.223187,437.29826399999996,124497042930.0,170546322959.99997,North America
Russia,2017,2011.06,18296.13,31.63,24.47,28.32,16.99,3886.8,0.33,663649800000.0,6037.722900000001,0.0019327121020755224,636.0982779999999,492.10638199999994,569.532192,341.67909399999996,187945623360.0,112754101019.99998,Asia
USA,2014,9988.38,14726.26,36.2,30.91,56.04,11.45,2770.42,0.49,4894306200000.0,7215.8674,0.00027736429731347825,3615.7935599999996,3087.408258,5597.488152,1143.66951,2742769194480.0,560398059900.0,
Brazil,2019,2036.53,17914.46,43.28,17.53,35.92,12.17,4070.74,0.39,794246700000.0,6986.6394,0.001998860807353685,881.410184,357.003709,731.5215760000001,247.84570100000002,285293414640.00006,96659823390.00002,South America
India,2021,6143.71,11123.61,77.19,10.37,51.9,16.5,472.63,0.1,614371000000.0,1112.361,7.69290868221319e-05,4742.3297489999995,637.102727,3188.58549,1013.71215,318858549000.0,101371215000.0,Asia
USA,2018,4259.27,27459.43,6.2,26.76,47.48,37.59,2344.07,0.5,2129635000000.0002,13729.715,0.0005503454817374808,264.07474,1139.7806520000001,2022.3013959999998,1601.0595930000002,1011150697999.9999,800529796500.0001,
India,2021,8867.43,7798.1,15.08,46.12,50.49,13.8,795.27,0.32,2837577600000.0,2495.3920000000003,8.968438431428271e-05,1337.208444,4089.658716,4477.165407,1223.7053400000002,1432692930240.0,391585708800.00006,Asia
Australia,2020,7576.17,40963.47,63.24,59.95,21.05,32.43,3962.26,0.18,1363710600000.0,7373.4246,0.0005229898484326514,4791.169908,4541.913915,1594.7837850000003,2456.951931,287061081300.00006,442251347580.0,Australia/Oceania
Canada,2020,6009.82,11666.22,86.93,65.55,37.2,36.01,805.72,0.42,2524124400000.0,4899.8124,0.00013406724327850086,5224.336526,3939.4370099999996,2235.65304,2164.1361819999997,938974276800.0,908937196439.9999,North America
Russia,2001,206.32,30103.72,59.64,14.88,54.28,36.33,89.9,0.07,14442400000.000002,2107.2604,0.00043573090345094996,123.04924799999999,30.700416,111.99049600000001,74.95605599999999,7839334720.000001,5246923919.999999,Asia
Germany,2007,8809.97,6688.76,27.2,29.07,39.6,22.5,4651.14,0.34,2995389800000.0,2274.1784000000002,0.0005279405037701604,2396.31184,2561.058279,3488.7481199999997,1982.2432499999998,1186174360800.0,673962705000.0,Europe
India,2020,4502.21,48933.43,49.19,63.92,47.61,24.86,2448.76,0.12,540265200000.0,5872.0116,0.0005439017726849703,2214.637099,2877.8126319999997,2143.502181,1119.249406,257220261719.99997,134309928720.0,Asia
Brazil,2010,9322.62,23001.49,87.87,43.66,50.24,19.7,4926.69,0.09,839035800000.0,2070.1341,0.0005284662466130765,8191.786194000001,4070.2558919999997,4683.684288,1836.55614,421531585920.0,165290052600.0,South America
Japan,2017,5005.84,41197.48,49.89,22.75,24.83,14.42,2292.34,0.21,1051226400000.0,8651.470800000001,0.00045793313409937196,2497.4135760000004,1138.8286,1242.9500719999999,721.8421280000001,261019515119.99994,151586846880.00003,Asia
Australia,2022,6972.82,38548.07,36.75,37.45,26.23,16.37,2974.42,0.21,1464292200000.0,8095.0947,0.00042657346668923047,2562.5113499999998,2611.32109,1828.970686,1141.450634,384083844060.0,239704633140.0,Australia/Oceania
Japan,2012,786.0,35827.81,37.59,28.9,48.98,14.04,3733.67,0.32,251520000000.0,11464.8992,0.0047502162849872775,295.4574,227.15399999999997,384.9828,110.35439999999998,123194496000.0,35313407999.99999,Asia
Australia,2008,7477.0,41454.56,87.2,13.55,22.18,22.23,1439.95,0.3,2243100000000.0,12436.367999999999,0.00019258392403370336,6519.944,1013.1335,1658.3985999999998,1662.1371,497519579999.9999,498641130000.0,Australia/Oceania
China,2008,3446.16,5472.95,66.11,63.45,33.68,15.11,707.64,0.36,1240617600000.0,1970.262,0.00020534159760429,2278.256376,2186.5885200000002,1160.666688,520.714776,417840007680.0,187457319360.0,Asia
Brazil,2016,3578.45,34085.61,63.41,30.42,56.72,22.1,3322.59,0.13,465198500000.0,4431.1293000000005,0.0009284997694532549,2269.095145,1088.56449,2029.6968399999998,790.83745,263860589199.99997,102808868500.0,South America
Japan,2006,1274.69,13658.45,24.72,76.16,42.97,35.54,2577.9,0.44,560863600000.0,6009.718000000001,0.002022374067420314,315.103368,970.803904,547.734293,453.024826,241003088920.0,199330923440.0,Asia
Russia,2008,1553.89,39400.65,52.56,72.17,56.42,29.64,4142.67,0.44,683711600000.0,17336.286,0.0026659995237758144,816.724584,1121.442413,876.704738,460.57299600000005,385750084720.0,202652118240.00003,Asia
Canada,2021,1939.01,47865.0,35.32,60.14,32.38,29.88,273.09,0.15,290851500000.0,7179.75,0.00014083991315155673,684.8583319999999,1166.1206140000002,627.851438,579.376188,94177715700.0,86906428200.0,North America
USA,2000,3349.24,45123.73,25.42,32.86,45.47,34.36,2746.61,0.26,870802400000.0,11732.169800000001,0.0008200696277364417,851.376808,1100.560264,1522.899428,1150.7988639999999,395953851280.0,299207704639.99994,
Germany,2001,8930.5,6190.14,81.12,29.59,31.47,11.24,969.49,0.27,2411235000000.0,1671.3378000000002,0.00010855943116286882,7244.421600000001,2642.5349499999998,2810.4283499999997,1003.7882000000001,758815654499.9999,271022814000.00006,Europe
Canada,2003,3745.78,18792.84,37.57,43.27,24.44,33.84,3105.72,0.46,1723058800000.0,8644.706400000001,0.0008291250420473172,1407.289546,1620.7990060000002,915.4686320000001,1267.5719520000002,421115570720.00006,583083097920.0001,North America
Canada,2013,7271.19,18533.98,29.04,34.82,59.63,15.89,3814.18,0.46,3344747400000.0,8525.6308,0.0005245606290029555,2111.553576,2531.828358,4335.810597,1155.392091,1994472874619.9998,531480361860.0,North America
Australia,2003,919.2,6553.67,84.2,73.08,27.05,20.38,1351.9,0.08,73536000000.0,524.2936,0.0014707354221061794,773.9664,671.75136,248.6436,187.33295999999999,19891488000.0,14986636800.0,Australia/Oceania
Russia,2001,5951.88,5357.24,21.77,18.64,27.54,19.24,2434.85,0.48,2856902400000.0,2571.4752,0.0004090892289495084,1295.724276,1109.430432,1639.147752,1145.1417119999999,786790920960.0,549668021759.9999,Asia
Australia,2007,4870.72,19552.06,68.37,60.71,53.68,13.17,2130.01,0.08,389657600000.0,1564.1648000000002,0.0004373090631364563,3330.1112640000006,2957.0141120000003,2614.602496,641.473824,209168199680.0,51317905920.0,Australia/Oceania
UK,2017,9781.78,49607.54,60.48,52.76,52.09,15.21,3786.61,0.3,2934534000000.0,14882.261999999999,0.00038710848127845854,5916.020544,5160.867128000001,5095.329202000001,1487.8087380000004,1528598760600.0002,446342621400.0001,Europe
India,2018,8477.46,28662.66,83.24,66.44,59.11,38.69,3019.35,0.19,1610717399999.9998,5445.9054,0.0003561621051588566,7056.637703999999,5632.424424,5011.026605999999,3279.929273999999,952095055139.9999,623186562059.9999,Asia
Germany,2013,4602.81,31278.19,75.72,47.97,22.87,28.01,647.5,0.23,1058646300000.0,7193.9837,0.00014067493552851411,3485.247732,2207.9679570000003,1052.662647,1289.2470810000002,242112408810.00003,296526828630.00006,Europe
India,2019,7773.91,23815.44,64.95,54.07,23.77,24.22,4884.9,0.33,2565390300000.0,7859.0952,0.0006283710513756912,5049.154545,4203.353137,1847.858407,1882.841002,609793274310.0,621337530660.0,Asia
USA,2024,2011.08,33285.36,31.74,77.39,37.95,32.73,4566.07,0.31,623434800000.0,10318.4616,0.0022704566700479344,638.316792,1556.374812,763.20486,658.2264839999999,236593506600.0,204050210039.99997,
UK,2009,5667.13,47854.77,47.12,16.44,43.67,34.41,2914.66,0.13,736726900000.0,6221.1201,0.0005143097123235218,2670.3516560000003,931.6761720000001,2474.8356710000003,1950.059433,321728637230.00006,253507726290.0,Europe
Brazil,2016,838.73,29640.55,85.28,17.34,21.52,13.31,3898.51,0.49,410977700000.0,14523.869499999999,0.004648110834237478,715.268944,145.435782,180.494696,111.63496300000001,88442401040.0,54701131870.00001,South America
USA,2007,3546.08,3719.4,6.97,37.55,26.34,32.23,148.85,0.06,212764800000.0,223.164,4.197592834905022e-05,247.161776,1331.5530399999998,934.037472,1142.901584,56042248320.0,68574095040.0,
USA,2013,2336.04,24898.08,72.52,43.09,48.13,37.97,1047.38,0.2,467208000000.0,4979.616000000001,0.00044835704868067335,1694.0962079999997,1006.599636,1124.336052,886.9943879999998,224867210400.0,177398877600.0,
China,2020,7217.21,49641.19,26.4,23.99,46.74,27.56,3850.92,0.41,2959056100000.0,20352.8879,0.0005335746084705863,1905.3434399999999,1731.408679,3373.3239540000004,1989.063076,1383062821140.0,815515861160.0,Asia
Germany,2022,4951.9,19676.43,20.73,15.79,23.59,28.42,575.63,0.43,2129317000000.0,8460.8649,0.00011624426987620913,1026.5288699999999,781.90501,1168.15321,1407.32998,502305880300.0,605151891400.0,Europe
